sexo,provincia,edad,ocupacion,cant_vuelos,clase_preferida,gasto_acumulado,programaMillas,cantidad_millas,ingreso_mensual,anticipacion_compra_promedio,canal_compra
F,Cundinamarca,27,Comerciante,19,Ejecutiva,6222.45,No,0,3511,8,Web
F,Buenos Aires,33,Profesional independiente,2,Económica,585.85,No,0,1806,68,Web
M,Paraná,24,Docente,12,Ejecutiva,3674.66,No,0,1271,6,Web
M,Chiriquí,24,Empleado,12,Económica,1799.96,Sí,9706,956,22,Aeropuerto
F,Cundinamarca,63,Otro,19,Ejecutiva,13280.33,Sí,20968,807,16,App
M,Tucumán,58,Docente,15,Económica,3504.98,No,0,993,26,App
M,Colón,49,Médico,21,Ejecutiva,8366.74,No,0,7950,9,Web
M,Tolima,44,Empresario,15,Económica,2393.87,Sí,8718,6726,111,Agencia
M,Cundinamarca,19,Empleado,18,Económica,5318.64,No,0,1536,4,Web
M,Bahia,21,Estudiante,5,Económica,1713.77,No,0,300,15,App
F,Pernambuco,37,Empleado,3,Económica,592.67,No,0,1890,10,Web
M,Mendoza,41,Comerciante,2,Ejecutiva,1747.51,No,0,3975,10,Web
F,Paraná,28,Empresario,36,Ejecutiva,12074.1,No,0,6188,28,App
F,Bolívar,25,Docente,13,Económica,4193.17,No,0,1539,11,App
F,Entre Ríos,41,Ingeniero,2,Ejecutiva,923.05,No,0,6441,8,Aeropuerto
F,Mendoza,35,Profesional independiente,12,Económica,3321.72,Sí,6072,2069,28,Web
F,Tolima,42,Abogado,8,Primera clase,7696.77,No,0,6207,7,Web
F,Santa Fe,54,Comerciante,4,Económica,1193.27,No,0,1472,20,App
F,Chaco,31,Profesional independiente,19,Ejecutiva,8955.47,Sí,32218,1573,40,Web
M,Mendoza,48,Ingeniero,1,Ejecutiva,599.48,No,0,3110,0,Agencia
M,Nariño,41,Docente,4,Económica,1146.66,No,0,1537,5,App
M,Mendoza,30,Profesional independiente,15,Ejecutiva,5764.49,No,0,1393,6,Web
F,Rio de Janeiro,36,Contador,3,Económica,599.7,Sí,2113,3453,11,Web
F,CABA,18,Estudiante,4,Económica,438.11,No,0,300,156,Web
M,Chaco,40,Docente,9,Económica,813.82,No,0,1626,6,Web
F,Antioquia,35,Empresario,45,Económica,4950.72,No,0,3009,1,App
M,Santander,55,Empleado,14,Económica,5108.22,No,0,928,23,Web
M,Antioquia,34,Empleado,1,Económica,93.64,Sí,472,1589,9,Web
F,Minas Gerais,48,Arquitecto,6,Ejecutiva,1803.2,No,0,3967,21,App
F,Atlántico,36,Empleado,23,Económica,2228.86,No,0,859,0,Aeropuerto
F,Mendoza,36,Abogado,2,Económica,319.03,No,0,1927,15,Agencia
F,Misiones,47,Arquitecto,13,Económica,1228.98,No,0,4031,34,Web
M,CABA,53,Empleado,10,Económica,2247.67,Sí,8471,1569,11,App
F,Atlántico,37,Ejecutivo,45,Económica,5332.25,No,0,3365,2,App
M,Mendoza,22,Estudiante,3,Económica,299.6,No,0,300,6,Web
F,Mendoza,40,Profesional independiente,21,Ejecutiva,8652.14,No,0,1335,14,App
M,Bolívar,45,Docente,21,Económica,3573.82,No,0,1237,3,Web
M,Buenos Aires,47,Empleado,11,Económica,3254.96,Sí,5788,1850,10,Web
F,Valle del Cauca,31,Empleado,7,Económica,1321.73,Sí,2746,1074,61,Agencia
F,Bolívar,28,Empleado,19,Económica,5799.86,Sí,12665,955,21,App
F,Buenos Aires,57,Ingeniero,3,Económica,780.87,No,0,4736,9,Web
M,Mendoza,45,Empleado,7,Económica,1920.54,No,0,935,26,Agencia
F,Salta,28,Empleado,10,Económica,1573.23,No,0,919,33,App
F,Chaco,34,Profesional independiente,1,Económica,280.48,No,0,2048,10,Agencia
F,Cundinamarca,30,Comerciante,24,Económica,3254.63,Sí,13948,2127,49,App
F,Panamá,33,Abogado,3,Ejecutiva,874.98,No,0,5806,11,Web
M,Veraguas,43,Empleado,6,Económica,1773.3,Sí,5608,1500,29,Web
M,Misiones,48,Contador,15,Económica,3524.83,No,0,2457,12,Aeropuerto
M,Los Santos,38,Médico,14,Ejecutiva,7260.23,No,0,4478,25,Web
F,Salta,30,Arquitecto,6,Económica,2079.65,No,0,1597,5,Agencia
F,Colón,50,Empleado,16,Económica,1558.36,No,0,2063,30,App
M,Buenos Aires,18,Empleado,3,Ejecutiva,1121.33,No,0,1265,6,App
M,Bahia,22,Empleado,10,Económica,1896.92,No,0,1353,0,App
F,Rio de Janeiro,46,Profesional independiente,6,Ejecutiva,3886.93,No,0,3230,84,Web
F,Nariño,38,Empleado,4,Económica,513.41,No,0,1196,9,App
M,Mendoza,36,Docente,8,Económica,2846.9,No,0,1964,14,Web
M,Córdoba,40,Empleado,19,Económica,3508.67,Sí,13772,2250,2,Agencia
F,Tucumán,28,Médico,12,Ejecutiva,6894.76,No,0,6188,3,App
M,Pernambuco,24,Arquitecto,12,Ejecutiva,9711.24,Sí,8977,8005,5,Web
F,Santa Fe,38,Docente,16,Económica,4219.88,No,0,1332,2,App
F,Santa Fe,35,Docente,9,Económica,1759.1,No,0,701,39,Agencia
F,Misiones,38,Empleado,1,Económica,136.67,No,0,1447,41,Agencia
F,Tucumán,24,Empleado,6,Económica,1090.72,No,0,1135,11,Web
M,Entre Ríos,43,Ejecutivo,49,Económica,16806.97,Sí,15877,3538,5,Aeropuerto
F,Bahia,42,Empleado,19,Económica,5168.91,Sí,14430,1902,7,Web
M,Rio de Janeiro,64,Otro,5,Económica,1190.72,No,0,3137,53,Web
F,Minas Gerais,42,Otro,10,Ejecutiva,5975.83,No,0,5867,26,App
F,Salta,27,Arquitecto,17,Económica,5016.37,Sí,17197,2456,0,App
M,Mendoza,37,Médico,26,Económica,7278.84,No,0,3868,6,Agencia
M,Panamá,46,Contador,5,Ejecutiva,2712.8,No,0,4209,38,App
F,Pernambuco,44,Comerciante,12,Ejecutiva,3125.4,No,0,1001,25,Web
F,Entre Ríos,75,Empleado,16,Económica,4984.35,Sí,13337,1020,77,Aeropuerto
F,Misiones,27,Empleado,18,Económica,5774.13,No,0,1474,28,Agencia
F,Córdoba,18,Empleado,8,Económica,1611.86,No,0,1894,4,App
F,Panamá,22,Estudiante,1,Económica,252.87,Sí,334,300,59,Web
F,Mendoza,39,Empleado,2,Económica,476.66,No,0,1825,9,Web
M,Paraná,21,Estudiante,5,Económica,601.28,Sí,4436,356,0,Web
F,Atlántico,39,Ingeniero,24,Económica,4704.95,No,0,1893,1,App
M,Minas Gerais,57,Profesional independiente,6,Primera clase,8407.02,No,0,5791,14,Web
M,CABA,34,Ingeniero,20,Económica,6908.0,No,0,1945,15,App
F,Santander,55,Ingeniero,8,Ejecutiva,2631.31,No,0,2642,67,App
M,Misiones,44,Abogado,23,Económica,6602.14,No,0,2862,39,Aeropuerto
F,Misiones,44,Empleado,4,Económica,616.28,No,0,701,6,App
M,Rio de Janeiro,24,Empleado,18,Económica,5173.5,Sí,16970,1510,75,Web
M,Rio de Janeiro,36,Empleado,13,Ejecutiva,4241.12,No,0,960,67,Aeropuerto
F,Los Santos,58,Empleado,12,Económica,4018.39,No,0,819,40,Agencia
M,Chiriquí,40,Deportista,27,Económica,5763.15,No,0,3000,25,Web
M,Santander,47,Arquitecto,11,Económica,3299.29,No,0,2139,0,Web
F,Panamá,45,Deportista,90,Económica,9436.52,No,0,1262,35,Web
F,Tucumán,26,Otro,10,Económica,1223.04,No,0,2907,7,Web
F,Chiriquí,37,Docente,19,Económica,2001.67,Sí,9004,1274,71,Agencia
M,Rio de Janeiro,25,Otro,11,Económica,2044.69,No,0,1595,55,App
M,Bolívar,37,Docente,24,Económica,6955.16,No,0,747,41,Web
F,Entre Ríos,42,Empleado,5,Económica,864.2,Sí,4433,666,14,App
F,Córdoba,44,Ingeniero,4,Ejecutiva,1163.38,No,0,6316,0,Web
M,Panamá,51,Profesional independiente,23,Económica,5259.43,No,0,6457,35,Web
F,Tolima,43,Comerciante,19,Ejecutiva,7716.8,Sí,25654,3500,3,App
F,CABA,32,Docente,7,Económica,1708.97,No,0,1170,1,Web
M,São Paulo,33,Empleado,17,Económica,2242.59,Sí,9019,1273,16,Web
M,CABA,24,Otro,15,Ejecutiva,9746.29,No,0,2134,21,Agencia
F,Santa Fe,46,Comerciante,15,Económica,4403.89,No,0,3079,37,Web
F,Paraná,22,Empleado,3,Económica,484.74,Sí,1251,2123,0,Agencia
M,Herrera,43,Docente,24,Económica,2282.72,Sí,6688,1475,1,Web
F,Santander,48,Comerciante,18,Económica,5712.1,Sí,19352,2501,49,Web
M,Veraguas,30,Comerciante,7,Ejecutiva,1977.52,Sí,17400,5071,19,Web
M,Colón,19,Otro,1,Económica,195.12,Sí,390,821,37,Agencia
M,Entre Ríos,33,Ingeniero,20,Económica,3049.49,No,0,3215,21,App
F,Mendoza,37,Empresario,56,Económica,14497.7,No,0,2781,5,Web
F,Buenos Aires,26,Otro,2,Económica,354.6,No,0,2190,12,Web
F,Buenos Aires,53,Ejecutivo,23,Económica,4495.32,No,0,1885,3,Agencia
M,CABA,46,Empresario,11,Ejecutiva,4624.13,No,0,5072,35,Web
F,Rio Grande do Sul,42,Profesional independiente,5,Económica,627.59,No,0,1959,6,Aeropuerto
F,Córdoba,46,Ingeniero,1,Económica,307.45,No,0,3296,65,Web
F,Tucumán,24,Contador,12,Económica,2805.45,No,0,1747,5,Web
F,Córdoba,47,Otro,14,Económica,3873.08,No,0,1650,1,Web
M,Antioquia,40,Empleado,16,Económica,3797.41,No,0,684,45,Agencia
M,Mendoza,29,Profesional independiente,7,Económica,2308.66,No,0,2250,19,App
M,CABA,24,Otro,3,Económica,942.26,No,0,1777,20,App
F,Antioquia,29,Ejecutivo,39,Económica,13801.27,Sí,13564,2429,17,Web
M,Misiones,46,Profesional independiente,22,Económica,3949.85,Sí,10228,2160,47,Agencia
F,Tucumán,50,Docente,1,Económica,327.69,No,0,1007,0,App
M,Minas Gerais,34,Profesional independiente,12,Económica,3396.62,No,0,3271,51,Web
M,Cundinamarca,37,Ejecutivo,31,Ejecutiva,17587.22,No,0,4915,38,Web
M,Misiones,26,Empleado,4,Ejecutiva,2245.98,No,0,1868,9,Web
F,São Paulo,19,Empleado,6,Económica,1746.86,No,0,2104,12,Agencia
F,Santa Fe,18,Empleado,7,Ejecutiva,2790.02,No,0,1377,54,Agencia
M,Tucumán,44,Comerciante,8,Económica,1748.59,Sí,3230,1203,9,Agencia
F,Colón,45,Profesional independiente,23,Económica,5098.63,Sí,16585,2720,24,App
F,CABA,29,Ejecutivo,67,Económica,12222.57,No,0,2820,3,App
F,Chaco,59,Docente,22,Económica,5305.48,Sí,21354,1444,4,Web
M,Tucumán,50,Empleado,21,Económica,3441.33,No,0,1614,25,App
M,Valle del Cauca,50,Contador,3,Ejecutiva,2034.46,No,0,3534,4,App
F,Chaco,26,Contador,11,Económica,1366.08,No,0,2632,46,App
F,Cundinamarca,35,Contador,19,Económica,1708.25,Sí,5437,3403,11,Agencia
F,Santander,18,Estudiante,6,Ejecutiva,3138.12,No,0,300,33,App
M,Entre Ríos,45,Docente,20,Económica,3244.27,No,0,849,2,Agencia
M,Santander,43,Empleado,15,Económica,2044.88,No,0,2033,1,Web
M,Tucumán,69,Jubilado,3,Ejecutiva,758.34,No,0,1372,8,Agencia
F,Atlántico,36,Ejecutivo,34,Económica,8611.24,Sí,27218,3677,0,App
F,Salta,19,Empleado,11,Económica,3083.52,No,0,2551,25,App
F,Nariño,57,Comerciante,10,Económica,1820.53,No,0,1640,12,Agencia
F,Mendoza,49,Empleado,3,Ejecutiva,855.16,No,0,2274,39,Web
M,Santa Fe,34,Empleado,14,Económica,1981.73,No,0,740,15,Aeropuerto
F,Cundinamarca,33,Contador,4,Económica,1034.91,No,0,1583,4,App
M,Atlántico,43,Ingeniero,24,Económica,6461.28,No,0,3166,18,App
M,Córdoba,31,Ejecutivo,42,Económica,7250.11,Sí,15486,4030,5,App
F,Paraná,38,Empleado,22,Económica,2351.51,No,0,2287,10,App
F,Entre Ríos,35,Abogado,19,Económica,2502.7,Sí,4550,5658,43,Web
M,Valle del Cauca,37,Profesional independiente,22,Económica,3354.2,No,0,848,11,Web
F,Chaco,56,Empleado,18,Económica,5708.81,No,0,923,26,Web
M,Veraguas,41,Profesional independiente,17,Económica,3099.17,No,0,3294,3,Web
F,Entre Ríos,46,Empresario,59,Económica,23208.26,Sí,38613,2090,13,Aeropuerto
F,Valle del Cauca,18,Estudiante,7,Económica,2328.46,Sí,3284,386,43,App
F,Buenos Aires,44,Empleado,4,Económica,870.08,No,0,2141,59,App
F,Antioquia,18,Estudiante,7,Económica,1905.17,No,0,637,20,App
F,São Paulo,27,Empleado,7,Económica,1514.15,No,0,721,0,Web
M,Tucumán,59,Profesional independiente,10,Económica,2004.66,No,0,1429,5,Agencia
F,Entre Ríos,46,Docente,21,Económica,6173.11,No,0,1245,8,App
M,Pernambuco,24,Empleado,2,Económica,213.7,No,0,1767,4,App
M,Entre Ríos,30,Médico,19,Económica,4522.7,Sí,16452,3315,10,App
M,Minas Gerais,45,Contador,23,Económica,5366.12,No,0,1745,44,Agencia
F,Herrera,48,Docente,13,Económica,1355.53,No,0,1118,10,Web
M,Santa Fe,34,Arquitecto,5,Económica,1894.0,No,0,1748,0,Web
M,Tucumán,18,Estudiante,7,Económica,2539.99,No,0,367,1,App
M,Pernambuco,32,Comerciante,3,Económica,707.0,No,0,2566,27,Agencia
M,Misiones,32,Ingeniero,12,Ejecutiva,6246.52,No,0,3805,40,Web
M,Córdoba,53,Ingeniero,22,Ejecutiva,11764.22,No,0,7714,11,App
M,Chaco,31,Docente,2,Económica,290.76,No,0,1424,0,Web
No binario,Pernambuco,26,Empleado,17,Económica,2452.41,Sí,11585,1622,15,Agencia
M,Salta,53,Empleado,19,Económica,2034.39,No,0,1299,6,Web
F,Bolívar,27,Comerciante,12,Económica,3904.01,Sí,7119,1161,4,App
F,Los Santos,52,Empleado,9,Económica,1077.45,No,0,1355,2,Aeropuerto
F,Salta,45,Comerciante,4,Económica,487.09,No,0,868,2,Web
M,Chaco,24,Ejecutivo,59,Económica,5748.27,No,0,6519,22,App
F,Misiones,42,Contador,15,Económica,2331.55,No,0,2711,15,Web
F,Atlántico,23,Otro,7,Económica,1465.75,No,0,2191,8,Agencia
F,CABA,20,Empleado,3,Ejecutiva,870.67,No,0,2740,10,Web
F,Rio Grande do Sul,39,Contador,10,Ejecutiva,4199.52,Sí,13682,3351,47,Agencia
M,CABA,40,Ingeniero,6,Económica,459.05,No,0,2782,4,Agencia
F,Chaco,39,Comerciante,19,Económica,4890.76,No,0,2564,11,App
F,Bahia,41,Abogado,21,Económica,2629.13,No,0,3362,16,Aeropuerto
M,Cundinamarca,51,Empleado,18,Económica,4535.1,No,0,1672,23,Web
M,Salta,46,Empresario,37,Económica,6476.03,Sí,17281,6246,16,Aeropuerto
F,Los Santos,34,Comerciante,19,Económica,3751.18,No,0,1700,2,App
M,Nariño,37,Empresario,18,Económica,2503.28,No,0,6893,28,App
F,Los Santos,39,Ingeniero,1,Ejecutiva,451.91,No,0,2007,4,App
M,Córdoba,28,Ingeniero,22,Económica,8647.05,Sí,9530,5462,1,Web
F,Veraguas,33,Empleado,11,Económica,2970.25,Sí,5734,1310,26,Agencia
M,Bolívar,29,Profesional independiente,13,Ejecutiva,5645.13,No,0,1306,29,App
M,Atlántico,34,Empleado,6,Económica,2368.47,No,0,1739,34,Web
M,Veraguas,31,Docente,6,Económica,1015.36,No,0,1147,19,Web
M,Salta,26,Ingeniero,12,Ejecutiva,5514.67,No,0,4130,2,App
M,São Paulo,45,Ejecutivo,50,Económica,6960.16,No,0,2602,4,App
No binario,Los Santos,41,Arquitecto,13,Económica,1668.87,No,0,2361,0,App
F,Chaco,55,Empleado,16,Económica,3094.98,No,0,1029,40,Web
F,Mendoza,51,Empleado,24,Económica,6577.12,No,0,2150,14,Web
M,Córdoba,35,Contador,5,Económica,549.1,No,0,3066,5,Aeropuerto
F,Bolívar,40,Empleado,17,Económica,2890.93,Sí,12414,1433,18,App
F,Veraguas,44,Empleado,11,Económica,2898.29,No,0,995,9,Web
F,Cundinamarca,35,Docente,2,Económica,572.66,Sí,1305,1515,0,Agencia
M,Mendoza,36,Empleado,13,Económica,3160.58,No,0,2019,6,Web
F,Valle del Cauca,46,Empresario,34,Ejecutiva,15110.63,No,0,7707,6,App
F,Salta,25,Comerciante,12,Económica,2228.42,No,0,1976,41,App
F,Chaco,35,Contador,24,Económica,6481.63,No,0,2938,53,App
F,Bahia,46,Contador,7,Económica,1206.22,No,0,2348,23,Web
M,Chaco,18,Empleado,24,Económica,2496.92,Sí,11613,1953,8,Web
F,Chaco,44,Docente,18,Económica,1883.07,No,0,1784,5,Aeropuerto
F,Rio Grande do Sul,34,Profesional independiente,11,Económica,3229.35,No,0,2896,18,Web
F,Cundinamarca,37,Profesional independiente,4,Económica,630.87,No,0,2052,21,Web
F,Atlántico,28,Empresario,37,Económica,7558.36,Sí,21501,3576,30,Web
F,Colón,30,Ingeniero,10,Económica,1450.87,No,0,2246,11,App
F,Salta,37,Empleado,23,Económica,6114.62,No,0,738,15,Aeropuerto
M,Los Santos,18,Estudiante,1,Económica,222.08,No,0,489,60,Agencia
M,Panamá,23,Empleado,21,Económica,6285.99,Sí,9796,1473,4,App
F,Antioquia,34,Profesional independiente,4,Ejecutiva,2494.02,No,0,8016,36,Aeropuerto
M,Mendoza,50,Médico,16,Ejecutiva,12284.31,No,0,5055,3,Web
F,Valle del Cauca,32,Ejecutivo,44,Económica,12818.92,Sí,33946,1805,18,Web
M,Herrera,36,Comerciante,1,Económica,124.43,No,0,1764,18,Agencia
M,Salta,35,Empleado,12,Económica,2895.99,No,0,1073,2,App
M,Tolima,18,Estudiante,7,Económica,2299.96,No,0,300,23,App
M,Bahia,44,Docente,18,Económica,3271.34,No,0,1665,92,Web
M,Entre Ríos,41,Arquitecto,7,Económica,1336.22,No,0,3225,13,Web
M,Chaco,31,Comerciante,2,Económica,323.22,No,0,2220,23,Agencia
M,Entre Ríos,35,Docente,15,Económica,4532.85,No,0,844,52,Web
M,Santa Fe,39,Abogado,23,Económica,3713.38,No,0,5676,47,Agencia
F,Mendoza,42,Docente,9,Económica,2845.28,No,0,1215,20,Web
M,Misiones,30,Profesional independiente,18,Ejecutiva,13115.42,No,0,4668,9,Aeropuerto
F,Tucumán,30,Empleado,23,Ejecutiva,15273.22,No,0,771,14,Web
M,Santa Fe,26,Docente,16,Económica,2579.43,No,0,1612,0,Aeropuerto
M,Bolívar,23,Empleado,20,Económica,7166.71,No,0,1613,1,Web
F,Buenos Aires,34,Docente,23,Económica,5857.82,No,0,1289,47,App
F,Córdoba,33,Ejecutivo,45,Económica,14190.65,Sí,13610,3636,7,App
M,Tucumán,44,Ingeniero,14,Económica,2515.44,No,0,2989,14,App
M,Misiones,28,Profesional independiente,21,Económica,6611.76,No,0,5470,16,Aeropuerto
M,Rio Grande do Sul,33,Docente,22,Económica,4845.68,No,0,1622,27,App
F,Santa Fe,46,Médico,10,Ejecutiva,3494.65,No,0,4781,14,Agencia
F,Tucumán,52,Ejecutivo,17,Ejecutiva,6803.88,No,0,6993,12,App
M,Chiriquí,54,Empleado,17,Económica,5109.12,Sí,13314,1260,0,App
F,Salta,33,Comerciante,23,Económica,4614.88,Sí,15951,914,12,App
M,Valle del Cauca,44,Empresario,48,Ejecutiva,22751.47,No,0,3089,4,Agencia
F,Cundinamarca,46,Abogado,7,Económica,1632.12,No,0,3022,3,Web
M,Entre Ríos,23,Estudiante,7,Económica,2045.22,No,0,507,27,Web
M,Atlántico,54,Empleado,20,Económica,5228.82,No,0,1488,18,Web
F,Valle del Cauca,29,Docente,16,Económica,4132.98,Sí,5338,1045,11,App
F,Cundinamarca,35,Empleado,12,Económica,1324.07,No,0,1827,12,Web
F,Bahia,25,Empleado,13,Ejecutiva,3737.65,No,0,2256,0,Aeropuerto
M,Rio Grande do Sul,49,Comerciante,7,Económica,1348.25,Sí,6175,2844,6,Web
M,Entre Ríos,37,Profesional independiente,3,Ejecutiva,2725.83,Sí,5511,5437,8,App
F,Chaco,34,Empleado,17,Económica,4427.25,No,0,1902,16,App
M,São Paulo,50,Otro,1,Económica,287.37,No,0,5194,3,App
M,CABA,18,Empleado,23,Económica,2105.56,No,0,2263,2,App
F,CABA,49,Médico,9,Ejecutiva,6425.77,No,0,3668,18,App
M,Veraguas,38,Empleado,2,Ejecutiva,1144.24,No,0,1583,25,App
F,Pernambuco,38,Empleado,6,Económica,1485.44,No,0,1840,62,Aeropuerto
M,Chaco,34,Empleado,16,Económica,2507.59,No,0,1750,19,Agencia
M,Paraná,22,Estudiante,3,Económica,827.06,No,0,376,29,Web
M,Veraguas,37,Abogado,20,Económica,5346.36,Sí,5894,6675,9,Web
F,Misiones,30,Empleado,8,Económica,629.14,No,0,1734,23,Agencia
M,Entre Ríos,50,Empleado,18,Económica,5652.54,Sí,6335,1512,3,Web
F,Antioquia,32,Empleado,7,Económica,1407.34,No,0,1777,30,App
M,Chiriquí,48,Abogado,16,Económica,2506.94,Sí,10072,4309,8,Web
F,Buenos Aires,26,Empleado,12,Económica,1176.9,Sí,9307,1866,27,Aeropuerto
F,Pernambuco,26,Ingeniero,11,Ejecutiva,8863.0,No,0,3796,6,Aeropuerto
M,Mendoza,19,Estudiante,3,Económica,713.21,No,0,343,5,Web
F,Tolima,29,Comerciante,9,Económica,864.34,No,0,2556,50,Web
M,Santander,32,Comerciante,23,Económica,3974.86,No,0,2748,25,App
M,Bolívar,36,Empleado,7,Económica,1892.1,No,0,1525,1,App
F,Valle del Cauca,22,Otro,2,Económica,651.41,No,0,2543,23,Web
F,CABA,49,Empleado,24,Económica,7760.99,No,0,1059,45,App
F,Atlántico,18,Empleado,18,Económica,1352.67,Sí,14207,1854,20,Web
F,Cundinamarca,31,Empleado,4,Económica,655.64,No,0,2047,49,App
M,CABA,41,Abogado,7,Económica,1334.79,No,0,3475,12,App
M,CABA,38,Profesional independiente,17,Económica,1638.8,No,0,1104,33,Web
F,Tolima,18,Estudiante,2,Económica,318.2,No,0,419,2,App
M,Mendoza,46,Empleado,23,Ejecutiva,10455.04,No,0,2882,13,App
M,Cundinamarca,40,Empleado,10,Económica,3072.75,No,0,950,23,Aeropuerto
F,Santa Fe,30,Docente,5,Económica,540.22,No,0,848,11,Aeropuerto
F,Tucumán,38,Empleado,4,Económica,1377.39,Sí,2955,2324,8,Web
F,Los Santos,25,Arquitecto,18,Ejecutiva,9545.28,No,0,1629,69,App
M,Nariño,25,Empleado,11,Económica,2602.91,No,0,1234,2,App
M,Bahia,45,Empleado,5,Económica,540.22,No,0,846,17,App
M,Entre Ríos,52,Empresario,46,Ejecutiva,12953.86,No,0,7037,6,Web
M,Paraná,30,Comerciante,4,Primera clase,8504.91,No,0,3726,8,App
F,Santander,42,Empleado,12,Económica,939.21,Sí,13548,2292,22,Agencia
F,Tolima,35,Empleado,14,Ejecutiva,9357.39,No,0,2141,10,Web
F,Chaco,28,Comerciante,16,Económica,3864.72,Sí,6647,2890,8,Web
F,CABA,18,Empleado,23,Económica,6574.43,No,0,1974,9,App
F,Cundinamarca,39,Docente,19,Económica,2126.4,No,0,772,60,Web
F,Salta,53,Empleado,9,Económica,852.23,Sí,7698,1478,6,App
M,Minas Gerais,18,Estudiante,7,Económica,2050.37,No,0,510,44,App
M,Nariño,34,Docente,6,Económica,1387.34,No,0,1615,13,App
M,Mendoza,43,Empleado,15,Económica,3404.74,No,0,1162,3,App
M,Atlántico,37,Docente,3,Económica,741.31,No,0,1250,38,Aeropuerto
F,Salta,45,Empleado,11,Económica,3405.95,No,0,664,18,Web
F,Pernambuco,38,Empleado,1,Económica,162.35,No,0,735,1,App
M,Córdoba,23,Estudiante,2,Económica,775.96,No,0,300,28,Web
M,Misiones,26,Docente,14,Económica,3182.51,No,0,1214,6,App
M,Salta,18,Empleado,10,Económica,1855.56,No,0,1668,3,App
F,Buenos Aires,55,Arquitecto,6,Económica,1078.02,No,0,2792,4,Web
M,Bolívar,47,Profesional independiente,19,Económica,3477.51,Sí,6844,3309,7,Agencia
M,Córdoba,28,Abogado,6,Ejecutiva,2813.33,No,0,6205,8,App
M,Los Santos,23,Estudiante,1,Económica,291.52,No,0,556,44,Web
M,Buenos Aires,54,Docente,12,Económica,2005.93,No,0,833,24,App
F,Valle del Cauca,63,Jubilado,11,Económica,3546.09,No,0,1191,39,Aeropuerto
F,Chaco,67,Empleado,18,Económica,6592.31,No,0,2728,19,Web
F,Colón,47,Empleado,16,Económica,4701.47,No,0,1518,8,Agencia
F,Cundinamarca,23,Estudiante,2,Económica,508.11,No,0,396,26,App
F,Santander,19,Empleado,20,Económica,4049.78,No,0,1381,21,Web
M,Nariño,31,Empleado,20,Ejecutiva,9671.71,Sí,22445,1105,11,Web
M,Cundinamarca,39,Otro,21,Económica,3186.94,No,0,1297,7,Web
F,Salta,54,Ingeniero,11,Económica,3629.14,No,0,2927,1,Aeropuerto
M,Cundinamarca,26,Ejecutivo,21,Económica,4243.94,Sí,17184,3876,4,App
F,Santa Fe,37,Empresario,49,Económica,14316.46,Sí,29464,5939,31,Web
M,São Paulo,37,Profesional independiente,17,Económica,6123.89,No,0,2829,9,Aeropuerto
F,Herrera,44,Docente,19,Ejecutiva,14351.93,No,0,1138,44,App
M,Chaco,18,Empleado,15,Económica,4919.3,Sí,13005,1234,32,App
M,Nariño,31,Contador,24,Económica,2678.18,Sí,24749,1649,6,Web
F,Chaco,35,Abogado,14,Primera clase,16932.83,No,0,3835,14,Web
F,Misiones,51,Ingeniero,1,Económica,328.47,Sí,374,2240,20,App
M,Cundinamarca,45,Empresario,39,Ejecutiva,14390.47,No,0,4143,12,App
F,CABA,43,Empleado,16,Económica,3199.55,No,0,1643,43,App
M,Nariño,28,Ingeniero,12,Económica,2487.08,No,0,3212,16,Web
M,Mendoza,37,Otro,9,Económica,2424.69,No,0,2112,47,Agencia
M,Minas Gerais,36,Médico,8,Ejecutiva,4693.5,No,0,5001,17,Agencia
F,Minas Gerais,18,Empleado,12,Económica,4184.45,No,0,809,11,Agencia
F,CABA,35,Comerciante,1,Económica,174.27,No,0,2722,1,Web
F,Minas Gerais,40,Comerciante,15,Económica,1255.97,Sí,9482,2192,18,Web
M,Bolívar,54,Empleado,11,Económica,1504.7,No,0,2195,8,Aeropuerto
F,Tolima,45,Empleado,14,Económica,2114.78,No,0,2300,12,Web
F,Antioquia,56,Empresario,46,Económica,11937.15,Sí,17603,4262,24,Agencia
M,Santander,20,Empleado,20,Económica,2299.68,Sí,8972,873,0,App
M,Córdoba,46,Arquitecto,12,Económica,1674.5,No,0,1407,8,Web
M,Chiriquí,38,Ejecutivo,64,Económica,17123.99,No,0,3495,11,App
M,Bahia,37,Docente,8,Económica,2010.08,No,0,1112,16,Aeropuerto
F,Tucumán,35,Deportista,45,Económica,7711.81,Sí,27945,1136,4,App
No binario,Bahia,36,Comerciante,10,Ejecutiva,6202.77,No,0,1557,24,Agencia
F,Misiones,31,Docente,2,Ejecutiva,1296.0,No,0,1213,6,App
M,Minas Gerais,41,Docente,2,Económica,502.89,No,0,1315,5,App
M,Rio Grande do Sul,41,Otro,17,Ejecutiva,7055.67,No,0,3885,15,Web
F,Córdoba,18,Otro,21,Económica,1732.76,Sí,16870,1547,19,Web
M,Rio de Janeiro,18,Empleado,14,Económica,2962.15,No,0,1504,11,Web
M,Valle del Cauca,44,Profesional independiente,14,Ejecutiva,6472.09,No,0,6673,32,Agencia
M,São Paulo,29,Ingeniero,13,Ejecutiva,6154.35,No,0,3181,4,App
